Order ID,Customer ID,Order Date
10414,21,"January 14, 2022"
10415,36,"January 15, 2022"
10416,87,"January 16, 2022"
10417,73,"January 16, 2022"
10418,63,"January 17, 2022"
10419,68,"January 20, 2022"
10420,88,"January 21, 2022"
10421,61,"January 21, 2022"
10422,27,"January 22, 2022"
10423,31,"January 23, 2022"
10424,51,"January 23, 2022"
10425,41,"January 24, 2022"
10426,29,"January 27, 2022"
10427,59,"January 27, 2022"
10428,66,"January 28, 2022"
10429,37,"January 29, 2022"
10430,20,"January 30, 2022"
10431,10,"January 30, 2022"
10432,75,"January 31, 2022"
10433,60,"February 3, 2022"
10434,24,"February 3, 2022"
10435,16,"February 4, 2022"
10436,7,"February 5, 2022"
10437,87,"February 5, 2022"
10438,79,"February 6, 2022"
10439,51,"February 7, 2022"
10440,71,"February 10, 2022"
10441,55,"February 10, 2022"
10442,20,"February 11, 2022"
10443,66,"February 12, 2022"
10444,5,"February 12, 2022"
10445,5,"February 13, 2022"
10446,79,"February 14, 2022"
10447,67,"February 14, 2022"
10448,64,"February 17, 2022"
10449,7,"February 18, 2022"
10450,84,"February 19, 2022"
10451,63,"February 19, 2022"
10452,71,"February 20, 2022"
10453,4,"February 21, 2022"
10454,41,"February 21, 2022"
10455,87,"February 24, 2022"
10456,39,"February 25, 2022"
10457,39,"February 25, 2022"
10458,76,"February 26, 2022"
10459,84,"February 27, 2022"
10460,24,"February 28, 2022"
10461,46,"February 28, 2022"
10462,16,"March 3, 2022"
10463,76,"March 4, 2022"
10464,28,"March 4, 2022"
10465,83,"March 5, 2022"
10466,15,"March 6, 2022"
10467,49,"March 6, 2022"
10468,39,"March 7, 2022"
10469,89,"March 10, 2022"
10470,9,"March 11, 2022"
10471,11,"March 11, 2022"
10472,72,"March 12, 2022"
10473,38,"March 13, 2022"
10474,58,"March 13, 2022"
10475,76,"March 14, 2022"
10476,35,"March 17, 2022"
10477,60,"March 17, 2022"
10478,84,"March 18, 2022"
10479,65,"March 19, 2022"
10480,23,"March 20, 2022"
10481,67,"March 20, 2022"
10482,43,"March 21, 2022"
10483,89,"March 24, 2022"
10484,11,"March 24, 2022"
10485,47,"March 25, 2022"
10486,35,"March 26, 2022"
10487,62,"March 26, 2022"
10488,25,"March 27, 2022"
10489,59,"March 28, 2022"
10490,35,"March 31, 2022"
10491,28,"March 31, 2022"
10492,10,"April 1, 2022"
10493,41,"April 2, 2022"
10494,15,"April 2, 2022"
10495,42,"April 3, 2022"
10496,81,"April 4, 2022"
10497,44,"April 4, 2022"
10498,35,"April 7, 2022"
10499,46,"April 8, 2022"
10500,41,"April 9, 2022"
10501,6,"April 9, 2022"
10502,58,"April 10, 2022"
10503,37,"April 11, 2022"
10504,89,"April 11, 2022"
10505,51,"April 14, 2022"
10506,39,"April 15, 2022"
10507,3,"April 15, 2022"
10508,56,"April 16, 2022"
10509,6,"April 17, 2022"
10510,71,"April 18, 2022"
10511,9,"April 18, 2022"
10512,21,"April 21, 2022"
10513,86,"April 22, 2022"
10514,20,"April 22, 2022"
10515,63,"April 23, 2022"
10516,37,"April 24, 2022"
10517,53,"April 24, 2022"
10518,80,"April 25, 2022"
10519,14,"April 28, 2022"
10520,70,"April 29, 2022"
10521,12,"April 29, 2022"
10522,44,"April 30, 2022"
10523,72,"May 1, 2022"
10524,5,"May 1, 2022"
10525,9,"May 2, 2022"
10526,87,"May 5, 2022"
10527,63,"May 5, 2022"
10528,32,"May 6, 2022"
10529,50,"May 7, 2022"
10530,59,"May 8, 2022"
10531,54,"May 8, 2022"
10532,19,"May 9, 2022"
10533,24,"May 12, 2022"
10534,44,"May 12, 2022"
10535,3,"May 13, 2022"
10536,44,"May 14, 2022"
10537,68,"May 14, 2022"
10538,11,"May 15, 2022"
10539,11,"May 16, 2022"
10540,63,"May 19, 2022"
10541,34,"May 19, 2022"
10542,39,"May 20, 2022"
10543,46,"May 21, 2022"
10544,48,"May 21, 2022"
10545,43,"May 22, 2022"
10546,84,"May 23, 2022"
10547,72,"May 23, 2022"
10548,79,"May 26, 2022"
10549,63,"May 27, 2022"
10550,30,"May 28, 2022"
10551,28,"May 28, 2022"
10552,35,"May 29, 2022"
10553,87,"May 30, 2022"
10554,56,"May 30, 2022"
10555,71,"June 2, 2022"
10556,73,"June 3, 2022"
10557,44,"June 3, 2022"
10558,4,"June 4, 2022"
10559,7,"June 5, 2022"
10560,25,"June 6, 2022"
10561,24,"June 6, 2022"
10562,66,"June 9, 2022"
10563,67,"June 10, 2022"
10564,65,"June 10, 2022"
10565,51,"June 11, 2022"
10566,7,"June 12, 2022"
10567,37,"June 12, 2022"
10568,29,"June 13, 2022"
10569,65,"June 16, 2022"
10570,51,"June 17, 2022"
10571,20,"June 17, 2022"
10572,5,"June 18, 2022"
10573,3,"June 19, 2022"
10574,82,"June 19, 2022"
10575,52,"June 20, 2022"
10576,80,"June 23, 2022"
10577,82,"June 23, 2022"
10578,11,"June 24, 2022"
10579,45,"June 25, 2022"
10580,56,"June 26, 2022"
10581,21,"June 26, 2022"
10582,6,"June 27, 2022"
10583,87,"June 30, 2022"
10584,7,"June 30, 2022"
10585,88,"July 1, 2022"
10586,66,"July 2, 2022"
10587,61,"July 2, 2022"
10588,63,"July 3, 2022"
10589,32,"July 4, 2022"
10590,51,"July 7, 2022"
10591,83,"July 7, 2022"
10592,44,"July 8, 2022"
10593,44,"July 9, 2022"
10594,55,"July 9, 2022"
10595,20,"July 10, 2022"
10596,89,"July 11, 2022"
10597,59,"July 11, 2022"
10598,65,"July 14, 2022"
10599,11,"July 15, 2022"
10600,36,"July 16, 2022"
10601,35,"July 16, 2022"
10602,83,"July 17, 2022"
10603,71,"July 18, 2022"
10604,28,"July 18, 2022"
10605,51,"July 21, 2022"
10606,81,"July 22, 2022"
10607,71,"July 22, 2022"
10608,79,"July 23, 2022"
10609,18,"July 24, 2022"
10610,41,"July 25, 2022"
10611,91,"July 25, 2022"
10612,71,"July 28, 2022"
10613,35,"July 29, 2022"
10614,6,"July 29, 2022"
10615,90,"July 30, 2022"
10616,32,"July 31, 2022"
10617,32,"July 31, 2022"
10618,51,"August 1, 2022"
10619,51,"August 4, 2022"
10620,42,"August 5, 2022"
10621,38,"August 5, 2022"
10622,67,"August 6, 2022"
10623,25,"August 7, 2022"
10624,78,"August 7, 2022"
10625,2,"August 8, 2022"
10626,5,"August 11, 2022"
10627,71,"August 11, 2022"
10628,7,"August 12, 2022"
10629,30,"August 12, 2022"
10630,39,"August 13, 2022"
10631,41,"August 14, 2022"
10632,86,"August 14, 2022"
10633,20,"August 15, 2022"
10634,23,"August 15, 2022"
10635,49,"August 18, 2022"
10636,87,"August 19, 2022"
10637,62,"August 19, 2022"
10638,47,"August 20, 2022"
10639,70,"August 20, 2022"
10640,86,"August 21, 2022"
10641,35,"August 22, 2022"
10642,73,"August 22, 2022"
10643,1,"August 25, 2022"
10644,88,"August 25, 2022"
10645,34,"August 26, 2022"
10646,37,"August 27, 2022"
10647,61,"August 27, 2022"
10648,67,"August 28, 2022"
10649,50,"August 28, 2022"
10650,21,"August 29, 2022"
10651,86,"September 1, 2022"
10652,31,"September 1, 2022"
10653,25,"September 2, 2022"
10654,5,"September 2, 2022"
10655,66,"September 3, 2022"
10656,32,"September 4, 2022"
10657,71,"September 4, 2022"
10658,63,"September 5, 2022"
10659,62,"September 5, 2022"
10660,36,"September 8, 2022"
10661,37,"September 9, 2022"
10662,48,"September 9, 2022"
10663,9,"September 10, 2022"
10664,28,"September 10, 2022"
10665,48,"September 11, 2022"
10666,68,"September 12, 2022"
10667,20,"September 12, 2022"
10668,86,"September 15, 2022"
10669,73,"September 15, 2022"
10670,25,"September 16, 2022"
10671,26,"September 17, 2022"
10672,5,"September 17, 2022"
10673,90,"September 18, 2022"
10674,38,"September 18, 2022"
10675,25,"September 19, 2022"
10676,80,"September 22, 2022"
10677,3,"September 22, 2022"
10678,71,"September 23, 2022"
10679,7,"September 23, 2022"
10680,55,"September 24, 2022"
10681,32,"September 25, 2022"
10682,3,"September 25, 2022"
10683,18,"September 26, 2022"
10684,56,"September 26, 2022"
10685,31,"September 29, 2022"
10686,59,"September 30, 2022"
10687,37,"September 30, 2022"
10688,83,"October 1, 2022"
10689,5,"October 1, 2022"
10690,34,"October 2, 2022"
10691,63,"October 3, 2022"
10692,1,"October 3, 2022"
10693,89,"October 6, 2022"
10694,63,"October 6, 2022"
10695,90,"October 7, 2022"
10696,89,"October 8, 2022"
10697,47,"October 8, 2022"
10698,20,"October 9, 2022"
10699,52,"October 9, 2022"
10700,71,"October 10, 2022"
10701,37,"October 13, 2022"
10702,1,"October 13, 2022"
10703,24,"October 14, 2022"
10704,62,"October 14, 2022"
10705,35,"October 15, 2022"
10706,55,"October 16, 2022"
10707,4,"October 16, 2022"
10708,77,"October 17, 2022"
10709,31,"October 17, 2022"
10710,27,"October 20, 2022"
10711,71,"October 21, 2022"
10712,37,"October 21, 2022"
10713,71,"October 22, 2022"
10714,71,"October 22, 2022"
10715,9,"October 23, 2022"
10716,64,"October 24, 2022"
10717,25,"October 24, 2022"
10718,39,"October 27, 2022"
10719,45,"October 27, 2022"
10720,61,"October 28, 2022"
10721,63,"October 29, 2022"
10722,71,"October 29, 2022"
10723,89,"October 30, 2022"
10724,51,"October 30, 2022"
10725,21,"October 31, 2022"
10726,19,"November 3, 2022"
10727,66,"November 3, 2022"
10728,62,"November 4, 2022"
10729,47,"November 4, 2022"
10730,9,"November 5, 2022"
10731,14,"November 6, 2022"
10732,9,"November 6, 2022"
10733,5,"November 7, 2022"
10734,31,"November 7, 2022"
10735,45,"November 10, 2022"
10736,37,"November 11, 2022"
10737,85,"November 11, 2022"
10738,74,"November 12, 2022"
10739,85,"November 12, 2022"
10740,89,"November 13, 2022"
10741,4,"November 14, 2022"
10742,10,"November 14, 2022"
10743,4,"November 17, 2022"
10744,83,"November 17, 2022"
10745,63,"November 18, 2022"
10746,14,"November 19, 2022"
10747,59,"November 19, 2022"
10748,71,"November 20, 2022"
10749,38,"November 20, 2022"
10750,87,"November 21, 2022"
10751,68,"November 24, 2022"
10752,53,"November 24, 2022"
10753,27,"November 25, 2022"
10754,49,"November 25, 2022"
10755,9,"November 26, 2022"
10756,75,"November 27, 2022"
10757,71,"November 27, 2022"
10758,68,"November 28, 2022"
10759,2,"November 28, 2022"
10760,50,"December 1, 2022"
10761,65,"December 2, 2022"
10762,24,"December 2, 2022"
10763,23,"December 3, 2022"
10764,20,"December 3, 2022"
10765,63,"December 4, 2022"
10766,56,"December 5, 2022"
10767,76,"December 5, 2022"
10768,4,"December 8, 2022"
10769,83,"December 8, 2022"
10770,34,"December 9, 2022"
10771,20,"December 10, 2022"
10772,44,"December 10, 2022"
10773,20,"December 11, 2022"
10774,24,"December 11, 2022"
10775,78,"December 12, 2022"
10776,20,"December 15, 2022"
10777,31,"December 15, 2022"
10778,5,"December 16, 2022"
10779,52,"December 16, 2022"
10780,46,"December 16, 2022"
10781,87,"December 17, 2022"
10782,12,"December 17, 2022"
10783,34,"December 18, 2022"
10784,49,"December 18, 2022"
10785,33,"December 18, 2022"
10786,62,"December 19, 2022"
10787,41,"December 19, 2022"
10788,63,"December 22, 2022"
10789,23,"December 22, 2022"
10790,31,"December 22, 2022"
10791,25,"December 23, 2022"
10792,91,"December 23, 2022"
10793,4,"December 24, 2022"
10794,61,"December 24, 2022"
10795,20,"December 24, 2022"
10796,35,"December 25, 2022"
10797,17,"December 25, 2022"
10798,38,"December 26, 2022"
10799,39,"December 26, 2022"
10800,72,"December 26, 2022"
10801,8,"December 29, 2022"
10802,73,"December 29, 2022"
10803,88,"December 30, 2022"
10804,72,"December 30, 2022"
10805,77,"December 30, 2022"
10806,84,"December 31, 2022"
10807,27,"December 31, 2022"
10808,60,"January 1, 2023"
10809,88,"January 1, 2023"
10810,42,"January 1, 2023"
10811,47,"January 2, 2023"
10812,66,"January 2, 2023"
10813,67,"January 5, 2023"
10814,84,"January 5, 2023"
10815,71,"January 5, 2023"
10816,32,"January 6, 2023"
10817,39,"January 6, 2023"
10818,49,"January 7, 2023"
10819,12,"January 7, 2023"
10820,65,"January 7, 2023"
10821,75,"January 8, 2023"
10822,82,"January 8, 2023"
10823,46,"January 9, 2023"
10824,24,"January 9, 2023"
10825,17,"January 9, 2023"
10826,7,"January 12, 2023"
10827,9,"January 12, 2023"
10828,64,"January 13, 2023"
10829,38,"January 13, 2023"
10830,81,"January 13, 2023"
10831,70,"January 14, 2023"
10832,41,"January 14, 2023"
10833,56,"January 15, 2023"
10834,81,"January 15, 2023"
10835,1,"January 15, 2023"
10836,20,"January 16, 2023"
10837,5,"January 16, 2023"
10838,47,"January 19, 2023"
10839,81,"January 19, 2023"
10840,47,"January 19, 2023"
10841,76,"January 20, 2023"
10842,80,"January 20, 2023"
10843,84,"January 21, 2023"
10844,59,"January 21, 2023"
10845,63,"January 21, 2023"
10846,76,"January 22, 2023"
10847,71,"January 22, 2023"
10848,16,"January 23, 2023"
10849,39,"January 23, 2023"
10850,84,"January 23, 2023"
10851,67,"January 26, 2023"
10852,65,"January 26, 2023"
10853,6,"January 27, 2023"
10854,20,"January 27, 2023"
10855,55,"January 27, 2023"
10856,3,"January 28, 2023"
10857,5,"January 28, 2023"
10858,40,"January 29, 2023"
10859,25,"January 29, 2023"
10860,26,"January 29, 2023"
10861,89,"January 30, 2023"
10862,44,"January 30, 2023"
10863,35,"February 2, 2023"
10864,4,"February 2, 2023"
10865,63,"February 2, 2023"
10866,5,"February 3, 2023"
10867,48,"February 3, 2023"
10868,62,"February 4, 2023"
10869,72,"February 4, 2023"
10870,91,"February 4, 2023"
10871,9,"February 5, 2023"
10872,30,"February 5, 2023"
10873,90,"February 6, 2023"
10874,30,"February 6, 2023"
10875,5,"February 6, 2023"
10876,9,"February 9, 2023"
10877,67,"February 9, 2023"
10878,63,"February 10, 2023"
10879,90,"February 10, 2023"
10880,24,"February 10, 2023"
10881,12,"February 11, 2023"
10882,71,"February 11, 2023"
10883,48,"February 12, 2023"
10884,45,"February 12, 2023"
10885,76,"February 12, 2023"
10886,34,"February 13, 2023"
10887,29,"February 13, 2023"
10888,30,"February 16, 2023"
10889,65,"February 16, 2023"
10890,18,"February 16, 2023"
10891,44,"February 17, 2023"
10892,50,"February 17, 2023"
10893,39,"February 18, 2023"
10894,71,"February 18, 2023"
10895,20,"February 18, 2023"
10896,50,"February 19, 2023"
10897,37,"February 19, 2023"
10898,54,"February 20, 2023"
10899,46,"February 20, 2023"
10900,88,"February 20, 2023"
10901,35,"February 23, 2023"
10902,24,"February 23, 2023"
10903,34,"February 24, 2023"
10904,89,"February 24, 2023"
10905,88,"February 24, 2023"
10906,91,"February 25, 2023"
10907,74,"February 25, 2023"
10908,66,"February 26, 2023"
10909,70,"February 26, 2023"
10910,90,"February 26, 2023"
10911,30,"February 26, 2023"
10912,37,"February 26, 2023"
10913,62,"February 26, 2023"
10914,62,"February 27, 2023"
10915,80,"February 27, 2023"
10916,64,"February 27, 2023"
10917,69,"March 2, 2023"
10918,10,"March 2, 2023"
10919,47,"March 2, 2023"
10920,4,"March 3, 2023"
10921,83,"March 3, 2023"
10922,34,"March 3, 2023"
10923,41,"March 3, 2023"
10924,5,"March 4, 2023"
10925,34,"March 4, 2023"
10926,2,"March 4, 2023"
10927,40,"March 5, 2023"
10928,29,"March 5, 2023"
10929,25,"March 5, 2023"
10930,76,"March 6, 2023"
10931,68,"March 6, 2023"
10932,9,"March 6, 2023"
10933,38,"March 6, 2023"
10934,44,"March 9, 2023"
10935,88,"March 9, 2023"
10936,32,"March 9, 2023"
10937,12,"March 10, 2023"
10938,63,"March 10, 2023"
10939,49,"March 10, 2023"
10940,9,"March 11, 2023"
10941,71,"March 11, 2023"
10942,66,"March 11, 2023"
10943,11,"March 11, 2023"
10944,10,"March 12, 2023"
10945,52,"March 12, 2023"
10946,83,"March 12, 2023"
10947,11,"March 13, 2023"
10948,30,"March 13, 2023"
10949,10,"March 13, 2023"
10950,49,"March 16, 2023"
10951,68,"March 16, 2023"
10952,1,"March 16, 2023"
10953,4,"March 16, 2023"
10954,47,"March 17, 2023"
10955,24,"March 17, 2023"
10956,6,"March 17, 2023"
10957,35,"March 18, 2023"
10958,54,"March 18, 2023"
10959,31,"March 18, 2023"
10960,35,"March 19, 2023"
10961,62,"March 19, 2023"
10962,63,"March 19, 2023"
10963,28,"March 19, 2023"
10964,74,"March 20, 2023"
10965,55,"March 20, 2023"
10966,14,"March 20, 2023"
10967,79,"March 23, 2023"
10968,20,"March 23, 2023"
10969,15,"March 23, 2023"
10970,8,"March 24, 2023"
10971,26,"March 24, 2023"
10972,40,"March 24, 2023"
10973,40,"March 24, 2023"
10974,75,"March 25, 2023"
10975,10,"March 25, 2023"
10976,35,"March 25, 2023"
10977,24,"March 26, 2023"
10978,50,"March 26, 2023"
10979,20,"March 26, 2023"
10980,24,"March 27, 2023"
10981,34,"March 27, 2023"
10982,10,"March 27, 2023"
10983,71,"March 27, 2023"
10984,71,"March 30, 2023"
10985,37,"March 30, 2023"
10986,54,"March 30, 2023"
10987,19,"March 31, 2023"
10988,65,"March 31, 2023"
10989,61,"March 31, 2023"
10990,20,"April 1, 2023"
10991,63,"April 1, 2023"
10992,77,"April 1, 2023"
10993,24,"April 1, 2023"
10994,83,"April 2, 2023"
10995,58,"April 2, 2023"
10996,63,"April 2, 2023"
10997,46,"April 3, 2023"
10998,91,"April 3, 2023"
10999,56,"April 3, 2023"
11000,65,"April 6, 2023"
11001,24,"April 6, 2023"
11002,71,"April 6, 2023"
11003,78,"April 6, 2023"
11004,50,"April 7, 2023"
11005,90,"April 7, 2023"
11006,32,"April 7, 2023"
11007,60,"April 8, 2023"
11008,20,"April 8, 2023"
11009,30,"April 8, 2023"
11010,66,"April 9, 2023"
11011,1,"April 9, 2023"
11012,25,"April 9, 2023"
11013,69,"April 9, 2023"
11014,47,"April 10, 2023"
11015,70,"April 10, 2023"
11016,4,"April 10, 2023"
11017,20,"April 13, 2023"
11018,48,"April 13, 2023"
11019,64,"April 13, 2023"
11020,56,"April 14, 2023"
11021,63,"April 14, 2023"
11022,34,"April 14, 2023"
11023,11,"April 14, 2023"
11024,19,"April 15, 2023"
11025,87,"April 15, 2023"
11026,27,"April 15, 2023"
11027,10,"April 16, 2023"
11028,39,"April 16, 2023"
11029,14,"April 16, 2023"
11030,71,"April 17, 2023"
11031,71,"April 17, 2023"
11032,89,"April 17, 2023"
11033,68,"April 17, 2023"
11034,55,"April 20, 2023"
11035,76,"April 20, 2023"
11036,17,"April 20, 2023"
11037,30,"April 21, 2023"
11038,76,"April 21, 2023"
11039,47,"April 21, 2023"
11040,32,"April 22, 2023"
11041,14,"April 22, 2023"
11042,15,"April 22, 2023"
11043,74,"April 22, 2023"
11044,91,"April 23, 2023"
11045,10,"April 23, 2023"
11046,86,"April 23, 2023"
11047,19,"April 24, 2023"
11048,10,"April 24, 2023"
11049,31,"April 24, 2023"
11050,24,"April 27, 2023"
11051,41,"April 27, 2023"
11052,34,"April 27, 2023"
11053,59,"April 27, 2023"
11054,12,"April 28, 2023"
11055,35,"April 28, 2023"
11056,19,"April 28, 2023"
11057,53,"April 29, 2023"
11058,6,"April 29, 2023"
11059,67,"April 29, 2023"
11060,27,"April 30, 2023"
11061,32,"April 30, 2023"
11062,66,"April 30, 2023"
11063,37,"April 30, 2023"
11064,71,"May 1, 2023"
11065,46,"May 1, 2023"
11066,89,"May 1, 2023"
11067,17,"May 4, 2023"
11068,62,"May 4, 2023"
11069,80,"May 4, 2023"
11070,44,"May 5, 2023"
11071,46,"May 5, 2023"
11072,20,"May 5, 2023"
11073,58,"May 5, 2023"
11074,73,"May 6, 2023"
11075,68,"May 6, 2023"
11076,9,"May 6, 2023"
11077,65,"May 6, 2023"
